連番,登録ＣＤ,結果,快活並び,1巻ISBN,ＪＡＮ,コNo,ジャンル,タイトル,巻,完,出版社,著者,シリーズ,コメント
1064,4-06-539094-X,,498,4-06-523407-7,9784065390948,153327,S1,女神のカフェテラス,19,,講談社,瀬尾公治,講談社コミックス,
1065,4-06-540004-X,,497,4-06-523407-7,9784065400043,153327,S1,女神のカフェテラス,20,,講談社,瀬尾公治,講談社コミックス,
1066,4-06-541103-3,,496,4-06-523407-7,9784065411032,153327,S1,女神のカフェテラス,21,,講談社,瀬尾公治,講談社コミックス,
1067,4-06-542207-8,,495,4-06-523407-7,9784065422076,153327,S1,女神のカフェテラス,22,完,講談社,瀬尾公治,講談社コミックス,
1068,4-575-81930-1,,1142,4-575-81930-1,9784575819304,31499,B1,へい！お待ちっ！,1,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1069,4-575-81998-0,,1141,4-575-81930-1,9784575819984,31499,B1,へい！お待ちっ！,2,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1070,4-575-82043-1,,1140,4-575-81930-1,9784575820430,31499,B1,へい！お待ちっ！,3,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1071,4-575-82086-5,,1139,4-575-81930-1,9784575820867,31499,B1,へい！お待ちっ！,4,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1072,4-575-82137-3,,1138,4-575-81930-1,9784575821376,31499,B1,へい！お待ちっ！,5,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1073,4-575-82176-4,,1137,4-575-81930-1,9784575821765,31499,B1,へい！お待ちっ！,6,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1074,4-575-82201-9,,1136,4-575-81930-1,9784575822014,31499,B1,へい！お待ちっ！,7,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1075,4-575-82242-6,,1135,4-575-81930-1,9784575822427,31499,B1,へい！お待ちっ！,8,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1076,4-575-82267-1,,1134,4-575-81930-1,9784575822670,31499,B1,へい！お待ちっ！,9,,双葉社,ともだ秀和,アクションコミックスピザッツ,
1077,4-575-82374-0,,1133,4-575-81930-1,9784575823745,31499,B1,へい！お待ちっ！,10,完,双葉社,ともだ秀和,アクションコミックスピザッツ,
1078,4-06-384898-1,,847,4-06-384898-1,9784063848984,114672,S1,ＤＡＹＳ,1,,講談社,安田剛士,週マガＫＣ,
1079,4-06-394933-8,,846,4-06-384898-1,9784063949339,114672,S1,ＤＡＹＳ,2,,講談社,安田剛士,週マガＫＣ,
1080,4-06-394970-2,,845,4-06-384898-1,9784063949704,114672,S1,ＤＡＹＳ,3,,講談社,安田剛士,週マガＫＣ,
1081,4-06-395001-8,,844,4-06-384898-1,9784063950014,114672,S1,ＤＡＹＳ,4,,講談社,安田剛士,週マガＫＣ,
1082,4-06-395034-4,,843,4-06-384898-1,9784063950342,114672,S1,ＤＡＹＳ,5,,講談社,安田剛士,週マガＫＣ,
1083,4-06-395083-2,,842,4-06-384898-1,9784063950830,114672,S1,ＤＡＹＳ,6,,講談社,安田剛士,週マガＫＣ,
1084,4-06-395129-4,,841,4-06-384898-1,9784063951295,114672,S1,ＤＡＹＳ,7,,講談社,安田剛士,週マガＫＣ,
1085,4-06-395201-0,,840,4-06-384898-1,9784063952018,114672,S1,ＤＡＹＳ,8,,講談社,安田剛士,週マガＫＣ,
1086,4-06-395267-3,,839,4-06-384898-1,9784063952674,114672,S1,ＤＡＹＳ,9,,講談社,安田剛士,週マガＫＣ,
1087,4-06-395319-X,,838,4-06-384898-1,9784063953190,114672,S1,ＤＡＹＳ,10,,講談社,安田剛士,週マガＫＣ,
1088,4-06-395378-5,,837,4-06-384898-1,9784063953787,114672,S1,ＤＡＹＳ,11,,講談社,安田剛士,週マガＫＣ,
1089,4-06-395434-X,,836,4-06-384898-1,9784063954340,114672,S1,ＤＡＹＳ,12,,講談社,安田剛士,週マガＫＣ,
1090,4-06-395494-3,,835,4-06-384898-1,9784063954944,114672,S1,ＤＡＹＳ,13,,講談社,安田剛士,週マガＫＣ,
1091,4-06-395536-2,,834,4-06-384898-1,9784063955361,114672,S1,ＤＡＹＳ,14,,講談社,安田剛士,週マガＫＣ,
1092,4-06-395583-4,,833,4-06-384898-1,9784063955835,114672,S1,ＤＡＹＳ,15,,講談社,安田剛士,週マガＫＣ,
1093,4-06-395649-0,,832,4-06-384898-1,9784063956498,114672,S1,ＤＡＹＳ,16,,講談社,安田剛士,週マガＫＣ,
1094,4-06-395691-1,,831,4-06-384898-1,9784063956917,114672,S1,ＤＡＹＳ,17,,講談社,安田剛士,週マガＫＣ,
1095,4-06-395733-0,,830,4-06-384898-1,9784063957334,114672,S1,ＤＡＹＳ,18,,講談社,安田剛士,週マガＫＣ,
1096,4-06-395780-2,,829,4-06-384898-1,9784063957808,114672,S1,ＤＡＹＳ,19,,講談社,安田剛士,週マガＫＣ,
1097,4-06-395852-3,,828,4-06-384898-1,9784063958522,114672,S1,ＤＡＹＳ,20,,講談社,安田剛士,週マガＫＣ,
1098,4-06-395893-0,,827,4-06-384898-1,9784063958935,114672,S1,ＤＡＹＳ,21,,講談社,安田剛士,週マガＫＣ,
1099,4-06-395943-0,,826,4-06-384898-1,9784063959437,114672,S1,ＤＡＹＳ,22,,講談社,安田剛士,週マガＫＣ,
1100,4-06-510115-8,,825,4-06-384898-1,9784065101155,114672,S1,ＤＡＹＳ,23,,講談社,安田剛士,週マガＫＣ,
1101,4-06-510245-6,,824,4-06-384898-1,9784065102459,114672,S1,ＤＡＹＳ,24,,講談社,安田剛士,週マガＫＣ,
1102,4-06-510549-8,,823,4-06-384898-1,9784065105498,114672,S1,ＤＡＹＳ,25,,講談社,安田剛士,週マガＫＣ,
1103,4-06-511074-2,,822,4-06-384898-1,9784065110744,114672,S1,ＤＡＹＳ,26,,講談社,安田剛士,週マガＫＣ,
1104,4-06-511414-4,,821,4-06-384898-1,9784065114148,114672,S1,ＤＡＹＳ,27,,講談社,安田剛士,週マガＫＣ,
1105,4-06-511797-6,,820,4-06-384898-1,9784065117972,114672,S1,ＤＡＹＳ,28,,講談社,安田剛士,週マガＫＣ,
1106,4-06-512602-9,,819,4-06-384898-1,9784065126028,114672,S1,ＤＡＹＳ,29,,講談社,安田剛士,週マガＫＣ,
1107,4-06-513247-9,,818,4-06-384898-1,9784065132470,114672,S1,ＤＡＹＳ,30,,講談社,安田剛士,週マガＫＣ,
1108,4-06-513873-6,,817,4-06-384898-1,9784065138731,114672,S1,ＤＡＹＳ,31,,講談社,安田剛士,週マガＫＣ,
1109,4-06-514880-4,,816,4-06-384898-1,9784065148808,114672,S1,ＤＡＹＳ,32,,講談社,安田剛士,週マガＫＣ,
1110,4-06-515307-7,,815,4-06-384898-1,9784065153079,114672,S1,ＤＡＹＳ,33,,講談社,安田剛士,週マガＫＣ,
1111,4-06-516229-7,,814,4-06-384898-1,9784065162293,114672,S1,ＤＡＹＳ,34,,講談社,安田剛士,週マガＫＣ,
1112,4-06-517313-2,,813,4-06-384898-1,9784065173138,114672,S1,ＤＡＹＳ,35,,講談社,安田剛士,週マガＫＣ,
1113,4-06-517884-3,,812,4-06-384898-1,9784065178843,114672,S1,ＤＡＹＳ,36,,講談社,安田剛士,週マガＫＣ,
1114,4-06-518516-5,,811,4-06-384898-1,9784065185162,114672,S1,ＤＡＹＳ,37,,講談社,安田剛士,週マガＫＣ,
1115,4-06-518849-0,,810,4-06-384898-1,9784065188491,114672,S1,ＤＡＹＳ,38,,講談社,安田剛士,週マガＫＣ,
1116,4-06-520327-9,,809,4-06-384898-1,9784065203279,114672,S1,ＤＡＹＳ,39,,講談社,安田剛士,週マガＫＣ,
1117,4-06-521009-7,,808,4-06-384898-1,9784065210093,114672,S1,ＤＡＹＳ,40,,講談社,安田剛士,週マガＫＣ,
1118,4-06-521484-X,,807,4-06-384898-1,9784065214848,114672,S1,ＤＡＹＳ,41,,講談社,安田剛士,週マガＫＣ,
1119,4-06-522216-8,,806,4-06-384898-1,9784065222164,114672,S1,ＤＡＹＳ,42,完,講談社,安田剛士,週マガＫＣ,
1120,4-592-17158-6,,965,4-592-17158-6,9784592171584,75836,S2,夏目友人帳,1,,白泉社,緑川ゆき,花とゆめコミックス,
1121,4-592-17159-4,,964,4-592-17158-6,9784592171591,75836,S2,夏目友人帳,2,,白泉社,緑川ゆき,花とゆめコミックス,
1122,4-592-18446-7,,963,4-592-17158-6,9784592184461,75836,S2,夏目友人帳,3,,白泉社,緑川ゆき,花とゆめコミックス,
1123,4-592-18447-5,,962,4-592-17158-6,9784592184478,75836,S2,夏目友人帳,4,,白泉社,緑川ゆき,花とゆめコミックス,
1124,4-592-18448-3,,961,4-592-17158-6,9784592184485,75836,S2,夏目友人帳,5,,白泉社,緑川ゆき,花とゆめコミックス,
1125,4-592-18449-1,,960,4-592-17158-6,9784592184492,75836,S2,夏目友人帳,6,,白泉社,緑川ゆき,花とゆめコミックス,
1126,4-592-18667-2,,959,4-592-17158-6,9784592186670,75836,S2,夏目友人帳,7,,白泉社,緑川ゆき,花とゆめコミックス,
1127,4-592-18668-0,,958,4-592-17158-6,9784592186687,75836,S2,夏目友人帳,8,,白泉社,緑川ゆき,花とゆめコミックス,
1128,4-592-18669-9,,957,4-592-17158-6,9784592186694,75836,S2,夏目友人帳,9,,白泉社,緑川ゆき,花とゆめコミックス,
1129,4-592-18670-2,,956,4-592-17158-6,9784592186700,75836,S2,夏目友人帳,10,,白泉社,緑川ゆき,花とゆめコミックス,
1130,4-592-19361-X,,955,4-592-17158-6,9784592193616,75836,S2,夏目友人帳,11,,白泉社,緑川ゆき,花とゆめコミックス,
1131,4-592-19362-8,,954,4-592-17158-6,9784592193623,75836,S2,夏目友人帳,12,,白泉社,緑川ゆき,花とゆめコミックス,
1132,4-592-19363-6,,953,4-592-17158-6,9784592193630,75836,S2,夏目友人帳,13,,白泉社,緑川ゆき,花とゆめコミックス,
1133,4-592-19364-4,,952,4-592-17158-6,9784592193647,75836,S2,夏目友人帳,14,,白泉社,緑川ゆき,花とゆめコミックス,
1134,4-592-19365-2,,951,4-592-17158-6,9784592193654,75836,S2,夏目友人帳,15,,白泉社,緑川ゆき,花とゆめコミックス,
1135,4-592-19366-0,,950,4-592-17158-6,9784592193661,75836,S2,夏目友人帳,16,,白泉社,緑川ゆき,花とゆめコミックス,
1136,4-592-19367-9,,949,4-592-17158-6,9784592193678,75836,S2,夏目友人帳,17,,白泉社,緑川ゆき,花とゆめコミックス,
1137,4-592-19368-7,,948,4-592-17158-6,9784592193685,75836,S2,夏目友人帳,18,,白泉社,緑川ゆき,花とゆめコミックス,
1138,4-592-19369-5,,947,4-592-17158-6,9784592193692,75836,S2,夏目友人帳,19,,白泉社,緑川ゆき,花とゆめコミックス,
1139,4-592-19370-9,,946,4-592-17158-6,9784592193708,75836,S2,夏目友人帳,20,,白泉社,緑川ゆき,花とゆめコミックス,
1140,4-592-19371-7,,945,4-592-17158-6,9784592193715,75836,S2,夏目友人帳,21,,白泉社,緑川ゆき,花とゆめコミックス,
1141,4-592-19372-5,,944,4-592-17158-6,9784592193722,75836,S2,夏目友人帳,22,,白泉社,緑川ゆき,花とゆめコミックス,
1142,4-592-19373-3,,943,4-592-17158-6,9784592193739,75836,S2,夏目友人帳,23,,白泉社,緑川ゆき,花とゆめコミックス,
1143,4-592-19374-1,,942,4-592-17158-6,9784592193746,75836,S2,夏目友人帳,24,,白泉社,緑川ゆき,花とゆめコミックス,
1144,4-592-19375-X,,941,4-592-17158-6,9784592193753,75836,S2,夏目友人帳,25,,白泉社,緑川ゆき,花とゆめコミックス,
1145,4-592-19376-8,,940,4-592-17158-6,9784592193760,75836,S2,夏目友人帳,26,,白泉社,緑川ゆき,花とゆめコミックス,
1146,4-592-19377-6,,939,4-592-17158-6,9784592193777,75836,S2,夏目友人帳,27,,白泉社,緑川ゆき,花とゆめコミックス,
1147,4-592-19378-4,,938,4-592-17158-6,9784592193784,75836,S2,夏目友人帳,28,,白泉社,緑川ゆき,花とゆめコミックス,
1148,4-592-19379-2,,937,4-592-17158-6,9784592193791,75836,S2,夏目友人帳,29,,白泉社,緑川ゆき,花とゆめコミックス,
1149,4-592-19380-6,,936,4-592-17158-6,9784592193807,75836,S2,夏目友人帳,30,,白泉社,緑川ゆき,花とゆめコミックス,
1150,4-592-22201-6,,935,4-592-17158-6,9784592222019,75836,S2,夏目友人帳,31,,白泉社,緑川ゆき,花とゆめコミックス,
1151,4-592-22202-4,,934,4-592-17158-6,9784592222026,75836,S2,夏目友人帳,32,,白泉社,緑川ゆき,花とゆめコミックス,
1152,4-592-22203-2,,933,4-592-17158-6,9784592222033,75836,S2,夏目友人帳,33,,白泉社,緑川ゆき,花とゆめコミックス,
