連番,登録ＣＤ,結果,快活並び,1巻ISBN,ＪＡＮ,コNo,ジャンル,タイトル,巻,完,出版社,著者,シリーズ,コメント
699,4-06-536506-6,,430,4-06-513398-X,9784065365069,141511,S1,ＦＡＩＲＹ ＴＡＩＬ １００ ＹＥＡＲＳ ＱＵＥＳＴ,18,,講談社,上田敦夫,週マガＫＣ,
700,4-06-537768-4,,429,4-06-513398-X,9784065377680,141511,S1,ＦＡＩＲＹ ＴＡＩＬ １００ ＹＥＡＲＳ ＱＵＥＳＴ,19,,講談社,上田敦夫,週マガＫＣ,
701,4-06-539041-9,,428,4-06-513398-X,9784065390412,141511,S1,ＦＡＩＲＹ ＴＡＩＬ １００ ＹＥＡＲＳ ＱＵＥＳＴ,20,,講談社,上田敦夫,週マガＫＣ,
702,4-06-540351-0,,427,4-06-513398-X,9784065403518,141511,S1,ＦＡＩＲＹ ＴＡＩＬ １００ ＹＥＡＲＳ ＱＵＥＳＴ,21,,講談社,上田敦夫,週マガＫＣ,
703,4-06-541885-2,,426,4-06-513398-X,9784065418857,141511,S1,ＦＡＩＲＹ ＴＡＩＬ １００ ＹＥＡＲＳ ＱＵＥＳＴ,22,,講談社,上田敦夫,週マガＫＣ,
704,4-06-543304-5,,425,4-06-513398-X,9784065433041,141511,S1,ＦＡＩＲＹ ＴＡＩＬ １００ ＹＥＡＲＳ ＱＵＥＳＴ,23,,講談社,上田敦夫,週マガＫＣ,
705,4-8458-0884-6,,1152,4-8458-0884-6,9784845808847,33002,B1,奥の色道,1,,リイド社,成田アキラ,ＳＰコミックス,
706,4-8458-0885-4,,1151,4-8458-0884-6,9784845808854,33002,B1,奥の色道,2,,リイド社,成田アキラ,ＳＰコミックス,
707,4-8458-0886-2,,1150,4-8458-0884-6,9784845808861,33002,B1,奥の色道,3,,リイド社,成田アキラ,ＳＰコミックス,
708,4-8458-0887-0,,1149,4-8458-0884-6,9784845808878,33002,B1,奥の色道,4,,リイド社,成田アキラ,ＳＰコミックス,
709,4-8458-0888-9,,1148,4-8458-0884-6,9784845808885,33002,B1,奥の色道,5,,リイド社,成田アキラ,ＳＰコミックス,
710,4-8458-0889-7,,1147,4-8458-0884-6,9784845808892,33002,B1,奥の色道,6,,リイド社,成田アキラ,ＳＰコミックス,
711,4-8458-0890-0,,1146,4-8458-0884-6,9784845808908,33002,B1,奥の色道,7,,リイド社,成田アキラ,ＳＰコミックス,
712,4-8458-0891-9,,1145,4-8458-0884-6,9784845808915,33002,B1,奥の色道,8,,リイド社,成田アキラ,ＳＰコミックス,
713,4-8458-0728-9,,1144,4-8458-0884-6,9784845807284,33002,B1,奥の色道,9,,リイド社,成田アキラ,ＳＰコミックス,
714,4-8458-0729-7,,1143,4-8458-0884-6,9784845807291,33002,B1,奥の色道,10,完,リイド社,成田アキラ,ＳＰコミックス,
715,4-334-80066-1,,1113,4-334-80066-1,9784334800666,33630,B1,究極のシェフは美味しんぼパパ,1,,光文社,遊人,光文社コミックス,
716,4-334-80087-4,,1112,4-334-80066-1,9784334800871,33630,B1,究極のシェフは美味しんぼパパ,2,,光文社,遊人,光文社コミックス,
717,4-334-80113-7,,1111,4-334-80066-1,9784334801137,33630,B1,究極のシェフは美味しんぼパパ,3,完,光文社,遊人,光文社コミックス,
718,4-08-872866-1,,109,4-08-872866-1,9784088728667,4024,S1,ストーンオーシャン,1,,集英社,荒木飛呂彦,ジャンプコミックス,
719,4-08-872899-8,,108,4-08-872866-1,9784088728995,4024,S1,ストーンオーシャン,2,,集英社,荒木飛呂彦,ジャンプコミックス,
720,4-08-873027-5,,107,4-08-872866-1,9784088730271,4024,S1,ストーンオーシャン,3,,集英社,荒木飛呂彦,ジャンプコミックス,
721,4-08-873051-8,,106,4-08-872866-1,9784088730516,4024,S1,ストーンオーシャン,4,,集英社,荒木飛呂彦,ジャンプコミックス,
722,4-08-873077-1,,105,4-08-872866-1,9784088730776,4024,S1,ストーンオーシャン,5,,集英社,荒木飛呂彦,ジャンプコミックス,
723,4-08-873103-4,,104,4-08-872866-1,9784088731032,4024,S1,ストーンオーシャン,6,,集英社,荒木飛呂彦,ジャンプコミックス,
724,4-08-873126-3,,103,4-08-872866-1,9784088731261,4024,S1,ストーンオーシャン,7,,集英社,荒木飛呂彦,ジャンプコミックス,
725,4-08-873160-3,,102,4-08-872866-1,9784088731605,4024,S1,ストーンオーシャン,8,,集英社,荒木飛呂彦,ジャンプコミックス,
726,4-08-873183-2,,101,4-08-872866-1,9784088731834,4024,S1,ストーンオーシャン,9,,集英社,荒木飛呂彦,ジャンプコミックス,
727,4-08-873225-1,,100,4-08-872866-1,9784088732251,4024,S1,ストーンオーシャン,10,,集英社,荒木飛呂彦,ジャンプコミックス,
728,4-08-873250-2,,99,4-08-872866-1,9784088732503,4024,S1,ストーンオーシャン,11,,集英社,荒木飛呂彦,ジャンプコミックス,
729,4-08-873284-7,,98,4-08-872866-1,9784088732848,4024,S1,ストーンオーシャン,12,,集英社,荒木飛呂彦,ジャンプコミックス,
730,4-08-873315-0,,97,4-08-872866-1,9784088733159,4024,S1,ストーンオーシャン,13,,集英社,荒木飛呂彦,ジャンプコミックス,
731,4-08-873346-0,,96,4-08-872866-1,9784088733463,4024,S1,ストーンオーシャン,14,,集英社,荒木飛呂彦,ジャンプコミックス,
732,4-08-873383-5,,95,4-08-872866-1,9784088733838,4024,S1,ストーンオーシャン,15,,集英社,荒木飛呂彦,ジャンプコミックス,
733,4-08-873410-6,,94,4-08-872866-1,9784088734101,4024,S1,ストーンオーシャン,16,,集英社,荒木飛呂彦,ジャンプコミックス,
734,4-08-873483-1,,93,4-08-872866-1,9784088734835,4024,S1,ストーンオーシャン,17,完,集英社,荒木飛呂彦,ジャンプコミックス,
735,4-253-15116-7,,1096,4-253-15116-7,9784253151160,111523,B1,ＯＵＴ,1,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
736,4-253-15117-5,,1095,4-253-15116-7,9784253151177,111523,B1,ＯＵＴ,2,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
737,4-253-15118-3,,1094,4-253-15116-7,9784253151184,111523,B1,ＯＵＴ,3,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
738,4-253-15119-1,,1093,4-253-15116-7,9784253151191,111523,B1,ＯＵＴ,4,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
739,4-253-15120-5,,1092,4-253-15116-7,9784253151207,111523,B1,ＯＵＴ,5,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
740,4-253-15121-3,,1091,4-253-15116-7,9784253151214,111523,B1,ＯＵＴ,6,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
741,4-253-15122-1,,1090,4-253-15116-7,9784253151221,111523,B1,ＯＵＴ,7,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
742,4-253-15123-X,,1089,4-253-15116-7,9784253151238,111523,B1,ＯＵＴ,8,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
743,4-253-15124-8,,1088,4-253-15116-7,9784253151245,111523,B1,ＯＵＴ,9,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
744,4-253-15125-6,,1087,4-253-15116-7,9784253151252,111523,B1,ＯＵＴ,10,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
745,4-253-14171-4,,1086,4-253-15116-7,9784253141710,111523,B1,ＯＵＴ,11,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
746,4-253-14172-2,,1085,4-253-15116-7,9784253141727,111523,B1,ＯＵＴ,12,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
747,4-253-14173-0,,1084,4-253-15116-7,9784253141734,111523,B1,ＯＵＴ,13,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
748,4-253-14174-9,,1083,4-253-15116-7,9784253141741,111523,B1,ＯＵＴ,14,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
749,4-253-14175-7,,1082,4-253-15116-7,9784253141758,111523,B1,ＯＵＴ,15,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
750,4-253-14176-5,,1081,4-253-15116-7,9784253141765,111523,B1,ＯＵＴ,16,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
751,4-253-14177-3,,1080,4-253-15116-7,9784253141772,111523,B1,ＯＵＴ,17,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
752,4-253-14178-1,,1079,4-253-15116-7,9784253141789,111523,B1,ＯＵＴ,18,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
753,4-253-14179-X,,1078,4-253-15116-7,9784253141796,111523,B1,ＯＵＴ,19,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
754,4-253-14180-3,,1077,4-253-15116-7,9784253141802,111523,B1,ＯＵＴ,20,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
755,4-253-30501-6,,1076,4-253-15116-7,9784253305013,111523,B1,ＯＵＴ,21,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
756,4-253-30502-4,,1075,4-253-15116-7,9784253305020,111523,B1,ＯＵＴ,22,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
757,4-253-30503-2,,1074,4-253-15116-7,9784253305037,111523,B1,ＯＵＴ,23,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
758,4-253-30504-0,,1073,4-253-15116-7,9784253305044,111523,B1,ＯＵＴ,24,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
759,4-253-30505-9,,1072,4-253-15116-7,9784253305051,111523,B1,ＯＵＴ,25,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
760,4-253-30506-7,,1071,4-253-15116-7,9784253305068,111523,B1,ＯＵＴ,26,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
761,4-253-30507-5,,1070,4-253-15116-7,9784253305075,111523,B1,ＯＵＴ,27,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
762,4-253-00468-7,,1069,4-253-15116-7,9784253004688,111523,B1,ＯＵＴ,28,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
763,4-253-01307-4,,1068,4-253-15116-7,9784253013079,111523,B1,ＯＵＴ,29,,秋田書店,みずたまこと,ヤングチャンピオン・コミックス,
764,4-06-513234-7,,584,4-06-513234-7,9784065132340,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,1,,講談社,真島ヒロ,週マガＫＣ,
765,4-06-513249-5,,583,4-06-513234-7,9784065132494,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,2,,講談社,真島ヒロ,週マガＫＣ,
766,4-06-513875-2,,582,4-06-513234-7,9784065138755,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,3,,講談社,真島ヒロ,週マガＫＣ,
767,4-06-514881-2,,581,4-06-513234-7,9784065148815,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,4,,講談社,真島ヒロ,週マガＫＣ,
768,4-06-515677-7,,580,4-06-513234-7,9784065156773,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,5,,講談社,真島ヒロ,週マガＫＣ,
769,4-06-516233-5,,579,4-06-513234-7,9784065162330,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,6,,講談社,真島ヒロ,週マガＫＣ,
770,4-06-516893-7,,578,4-06-513234-7,9784065168936,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,7,,講談社,真島ヒロ,週マガＫＣ,
771,4-06-517355-8,,577,4-06-513234-7,9784065173558,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,8,,講談社,真島ヒロ,週マガＫＣ,
772,4-06-518522-X,,576,4-06-513234-7,9784065185223,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,9,,講談社,真島ヒロ,週マガＫＣ,
773,4-06-519436-9,,575,4-06-513234-7,9784065194362,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,10,,講談社,真島ヒロ,週マガＫＣ,
774,4-06-520331-7,,574,4-06-513234-7,9784065203316,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,11,,講談社,真島ヒロ,週マガＫＣ,
775,4-06-521010-0,,573,4-06-513234-7,9784065210109,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,12,,講談社,真島ヒロ,週マガＫＣ,
776,4-06-521480-7,,572,4-06-513234-7,9784065214800,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,13,,講談社,真島ヒロ,週マガＫＣ,
777,4-06-521639-7,,571,4-06-513234-7,9784065216392,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,14,,講談社,真島ヒロ,週マガＫＣ,
778,4-06-523141-8,,570,4-06-513234-7,9784065231418,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,15,,講談社,真島ヒロ,週マガＫＣ,
779,4-06-524027-1,,569,4-06-513234-7,9784065240274,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,16,,講談社,真島ヒロ,週マガＫＣ,
780,4-06-524836-1,,568,4-06-513234-7,9784065248362,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,17,,講談社,真島ヒロ,週マガＫＣ,
781,4-06-525998-3,,567,4-06-513234-7,9784065259986,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,18,,講談社,真島ヒロ,週マガＫＣ,
782,4-06-526892-3,,566,4-06-513234-7,9784065268926,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,19,,講談社,真島ヒロ,週マガＫＣ,
783,4-06-527525-3,,565,4-06-513234-7,9784065275252,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,20,,講談社,真島ヒロ,週マガＫＣ,
784,4-06-528179-2,,564,4-06-513234-7,9784065281796,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,21,,講談社,真島ヒロ,週マガＫＣ,
785,4-06-528658-1,,563,4-06-513234-7,9784065286586,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,22,,講談社,真島ヒロ,週マガＫＣ,
786,4-06-529414-2,,562,4-06-513234-7,9784065294147,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,23,,講談社,真島ヒロ,週マガＫＣ,
787,4-06-529939-X,,561,4-06-513234-7,9784065299395,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,24,,講談社,真島ヒロ,週マガＫＣ,
788,4-06-530529-2,,560,4-06-513234-7,9784065305294,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,25,,講談社,真島ヒロ,週マガＫＣ,
789,4-06-531238-8,,559,4-06-513234-7,9784065312384,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,26,,講談社,真島ヒロ,週マガＫＣ,
790,4-06-531893-9,,558,4-06-513234-7,9784065318935,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,27,,講談社,真島ヒロ,週マガＫＣ,
791,4-06-532890-X,,557,4-06-513234-7,9784065328903,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,28,,講談社,真島ヒロ,週マガＫＣ,
792,4-06-533545-0,,556,4-06-513234-7,9784065335451,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,29,,講談社,真島ヒロ,週マガＫＣ,
793,4-06-534178-7,,555,4-06-513234-7,9784065341780,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,30,,講談社,真島ヒロ,週マガＫＣ,
794,4-06-534866-8,,554,4-06-513234-7,9784065348666,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,31,,講談社,真島ヒロ,週マガＫＣ,
795,4-06-535505-2,,553,4-06-513234-7,9784065355053,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,32,,講談社,真島ヒロ,週マガＫＣ,
796,4-06-536511-2,,552,4-06-513234-7,9784065365113,140700,S1,ＥＤＥＮＳ ＺＥＲＯ,33,完,講談社,真島ヒロ,週マガＫＣ,
797,4-09-870061-1,,903,4-09-870061-1,9784098700615,138780,S2,セクシー田中さん,1,,小学館,芦原妃名子,フラワーＣアルファ,
798,4-09-870560-5,,902,4-09-870061-1,9784098705603,138780,S2,セクシー田中さん,2,,小学館,芦原妃名子,フラワーＣアルファ,
799,4-09-871189-3,,901,4-09-870061-1,9784098711895,138780,S2,セクシー田中さん,3,,小学館,芦原妃名子,フラワーＣアルファ,
800,4-09-871431-0,,900,4-09-870061-1,9784098714315,138780,S2,セクシー田中さん,4,,小学館,芦原妃名子,フラワーＣアルファ,
801,4-09-871650-X,,899,4-09-870061-1,9784098716500,138780,S2,セクシー田中さん,5,,小学館,芦原妃名子,フラワーＣアルファ,
802,4-09-872020-5,,898,4-09-870061-1,9784098720200,138780,S2,セクシー田中さん,6,,小学館,芦原妃名子,フラワーＣアルファ,
803,4-09-872451-0,,897,4-09-870061-1,9784098724512,138780,S2,セクシー田中さん,7,,小学館,芦原妃名子,フラワーＣアルファ,
804,4-09-872837-0,,896,4-09-870061-1,9784098728374,138780,S2,セクシー田中さん,8,,小学館,芦原妃名子,フラワーＣアルファ,
805,4-253-15101-9,,1067,4-253-15101-9,9784253151016,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,1,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
806,4-253-15102-7,,1066,4-253-15101-9,9784253151023,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,2,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
807,4-253-15103-5,,1065,4-253-15101-9,9784253151030,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,3,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
808,4-253-15104-3,,1064,4-253-15101-9,9784253151047,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,4,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
809,4-253-15105-1,,1063,4-253-15101-9,9784253151054,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,5,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
810,4-253-15106-X,,1062,4-253-15101-9,9784253151061,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,6,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
811,4-253-15107-8,,1061,4-253-15101-9,9784253151078,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,7,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
812,4-253-15108-6,,1060,4-253-15101-9,9784253151085,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,8,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
813,4-253-15109-4,,1059,4-253-15101-9,9784253151092,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,9,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
814,4-253-15110-8,,1058,4-253-15101-9,9784253151108,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,10,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
815,4-253-15197-3,,1057,4-253-15101-9,9784253151979,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,11,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
816,4-253-15198-1,,1056,4-253-15101-9,9784253151986,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,12,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
817,4-253-15199-X,,1055,4-253-15101-9,9784253151993,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,13,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
818,4-253-15200-7,,1054,4-253-15101-9,9784253152006,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,14,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
819,4-253-15201-5,,1053,4-253-15101-9,9784253152013,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,15,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
820,4-253-15227-9,,1052,4-253-15101-9,9784253152273,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,16,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
821,4-253-15228-7,,1051,4-253-15101-9,9784253152280,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,17,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
822,4-253-15229-5,,1050,4-253-15101-9,9784253152297,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,18,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
823,4-253-15230-9,,1049,4-253-15101-9,9784253152303,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,19,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
824,4-253-30211-4,,1048,4-253-15101-9,9784253302111,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,20,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
825,4-253-30212-2,,1047,4-253-15101-9,9784253302128,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,21,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
826,4-253-30213-0,,1046,4-253-15101-9,9784253302135,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,22,,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
827,4-253-30214-9,,1045,4-253-15101-9,9784253302142,109793,B1,クズ！！  ～アナザークローズ九頭神竜男～,23,完,秋田書店,鈴木大,ヤングチャンピオン・コミックス,
828,4-08-871611-6,,140,4-08-871611-6,9784088716114,1340,S1,ＳＬＡＭ ＤＵＮＫ,1,,集英社,井上雄彦,ジャンプコミックス,
829,4-08-871612-4,,139,4-08-871611-6,9784088716121,1340,S1,ＳＬＡＭ ＤＵＮＫ,2,,集英社,井上雄彦,ジャンプコミックス,
830,4-08-871613-2,,138,4-08-871611-6,9784088716138,1340,S1,ＳＬＡＭ ＤＵＮＫ,3,,集英社,井上雄彦,ジャンプコミックス,
831,4-08-871614-0,,137,4-08-871611-6,9784088716145,1340,S1,ＳＬＡＭ ＤＵＮＫ,4,,集英社,井上雄彦,ジャンプコミックス,
832,4-08-871615-9,,136,4-08-871611-6,9784088716152,1340,S1,ＳＬＡＭ ＤＵＮＫ,5,,集英社,井上雄彦,ジャンプコミックス,
833,4-08-871616-7,,135,4-08-871611-6,9784088716169,1340,S1,ＳＬＡＭ ＤＵＮＫ,6,,集英社,井上雄彦,ジャンプコミックス,
834,4-08-871617-5,,134,4-08-871611-6,9784088716176,1340,S1,ＳＬＡＭ ＤＵＮＫ,7,,集英社,井上雄彦,ジャンプコミックス,
835,4-08-871618-3,,133,4-08-871611-6,9784088716183,1340,S1,ＳＬＡＭ ＤＵＮＫ,8,,集英社,井上雄彦,ジャンプコミックス,
836,4-08-871619-1,,132,4-08-871611-6,9784088716190,1340,S1,ＳＬＡＭ ＤＵＮＫ,9,,集英社,井上雄彦,ジャンプコミックス,
837,4-08-871620-5,,131,4-08-871611-6,9784088716206,1340,S1,ＳＬＡＭ ＤＵＮＫ,10,,集英社,井上雄彦,ジャンプコミックス,
838,4-08-871621-3,,130,4-08-871611-6,9784088716213,1340,S1,ＳＬＡＭ ＤＵＮＫ,11,,集英社,井上雄彦,ジャンプコミックス,
839,4-08-871622-1,,129,4-08-871611-6,9784088716220,1340,S1,ＳＬＡＭ ＤＵＮＫ,12,,集英社,井上雄彦,ジャンプコミックス,
840,4-08-871623-X,,128,4-08-871611-6,9784088716237,1340,S1,ＳＬＡＭ ＤＵＮＫ,13,,集英社,井上雄彦,ジャンプコミックス,
841,4-08-871624-8,,127,4-08-871611-6,9784088716244,1340,S1,ＳＬＡＭ ＤＵＮＫ,14,,集英社,井上雄彦,ジャンプコミックス,
842,4-08-871625-6,,126,4-08-871611-6,9784088716251,1340,S1,ＳＬＡＭ ＤＵＮＫ,15,,集英社,井上雄彦,ジャンプコミックス,
843,4-08-871626-4,,125,4-08-871611-6,9784088716268,1340,S1,ＳＬＡＭ ＤＵＮＫ,16,,集英社,井上雄彦,ジャンプコミックス,
844,4-08-871627-2,,124,4-08-871611-6,9784088716275,1340,S1,ＳＬＡＭ ＤＵＮＫ,17,,集英社,井上雄彦,ジャンプコミックス,
845,4-08-871628-0,,123,4-08-871611-6,9784088716282,1340,S1,ＳＬＡＭ ＤＵＮＫ,18,,集英社,井上雄彦,ジャンプコミックス,
846,4-08-871629-9,,122,4-08-871611-6,9784088716299,1340,S1,ＳＬＡＭ ＤＵＮＫ,19,,集英社,井上雄彦,ジャンプコミックス,
847,4-08-871630-2,,121,4-08-871611-6,9784088716305,1340,S1,ＳＬＡＭ ＤＵＮＫ,20,,集英社,井上雄彦,ジャンプコミックス,
848,4-08-871841-0,,120,4-08-871611-6,9784088718415,1340,S1,ＳＬＡＭ ＤＵＮＫ,21,,集英社,井上雄彦,ジャンプコミックス,
849,4-08-871842-9,,119,4-08-871611-6,9784088718422,1340,S1,ＳＬＡＭ ＤＵＮＫ,22,,集英社,井上雄彦,ジャンプコミックス,
850,4-08-871843-7,,118,4-08-871611-6,9784088718439,1340,S1,ＳＬＡＭ ＤＵＮＫ,23,,集英社,井上雄彦,ジャンプコミックス,
851,4-08-871844-5,,117,4-08-871611-6,9784088718446,1340,S1,ＳＬＡＭ ＤＵＮＫ,24,,集英社,井上雄彦,ジャンプコミックス,
852,4-08-871845-3,,116,4-08-871611-6,9784088718453,1340,S1,ＳＬＡＭ ＤＵＮＫ,25,,集英社,井上雄彦,ジャンプコミックス,
853,4-08-871846-1,,115,4-08-871611-6,9784088718460,1340,S1,ＳＬＡＭ ＤＵＮＫ,26,,集英社,井上雄彦,ジャンプコミックス,
854,4-08-871847-X,,114,4-08-871611-6,9784088718477,1340,S1,ＳＬＡＭ ＤＵＮＫ,27,,集英社,井上雄彦,ジャンプコミックス,
855,4-08-871848-8,,113,4-08-871611-6,9784088718484,1340,S1,ＳＬＡＭ ＤＵＮＫ,28,,集英社,井上雄彦,ジャンプコミックス,
856,4-08-871849-6,,112,4-08-871611-6,9784088718491,1340,S1,ＳＬＡＭ ＤＵＮＫ,29,,集英社,井上雄彦,ジャンプコミックス,
857,4-08-871850-X,,111,4-08-871611-6,9784088718507,1340,S1,ＳＬＡＭ ＤＵＮＫ,30,,集英社,井上雄彦,ジャンプコミックス,
858,4-08-871839-9,,110,4-08-871611-6,9784088718392,1340,S1,ＳＬＡＭ ＤＵＮＫ,31,完,集英社,井上雄彦,ジャンプコミックス,
859,4-06-522982-0,,494,4-06-522982-0,9784065229828,152926,S1,黙示録の四騎士,1,,講談社,鈴木央,講談社コミックス,
860,4-06-523579-0,,493,4-06-522982-0,9784065235799,152926,S1,黙示録の四騎士,2,,講談社,鈴木央,講談社コミックス,
861,4-06-524838-8,,492,4-06-522982-0,9784065248386,152926,S1,黙示録の四騎士,3,,講談社,鈴木央,講談社コミックス,
862,4-06-525999-1,,491,4-06-522982-0,9784065259993,152926,S1,黙示録の四騎士,4,,講談社,鈴木央,講談社コミックス,
863,4-06-526601-7,,490,4-06-522982-0,9784065266014,152926,S1,黙示録の四騎士,5,,講談社,鈴木央,講談社コミックス,
864,4-06-527286-6,,489,4-06-522982-0,9784065272862,152926,S1,黙示録の四騎士,6,,講談社,鈴木央,講談社コミックス,
865,4-06-527911-9,,488,4-06-522982-0,9784065279113,152926,S1,黙示録の四騎士,7,,講談社,鈴木央,講談社コミックス,
866,4-06-528656-5,,487,4-06-522982-0,9784065286562,152926,S1,黙示録の四騎士,8,,講談社,鈴木央,講談社コミックス,
867,4-06-529487-8,,486,4-06-522982-0,9784065294871,152926,S1,黙示録の四騎士,9,,講談社,鈴木央,講談社コミックス,
868,4-06-529938-1,,485,4-06-522982-0,9784065299388,152926,S1,黙示録の四騎士,10,,講談社,鈴木央,講談社コミックス,
869,4-06-530933-6,,484,4-06-522982-0,9784065309339,152926,S1,黙示録の四騎士,11,,講談社,鈴木央,講談社コミックス,
870,4-06-531567-0,,483,4-06-522982-0,9784065315675,152926,S1,黙示録の四騎士,12,,講談社,鈴木央,講談社コミックス,
871,4-06-532614-1,,482,4-06-522982-0,9784065326145,152926,S1,黙示録の四騎士,13,,講談社,鈴木央,講談社コミックス,
